Date;Visits;Value;FacetId1;FacetId2;FacetId3
20100716;12;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;1;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;1;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;36;130;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;1;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;28;230;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;27;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;1;0;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;8;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;3;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;14;50;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;11;60;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;39;25;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100716;2;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;74779CA3-F1E1-41BF-929A-0016CA3A9054
20100717;3;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;17;50;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;23;50;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;3;30;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;12;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;6;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;19;10;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;27;110;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100717;1;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;74779CA3-F1E1-41BF-929A-0016CA3A9054
20100717;6;20;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;12;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;13;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;13;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;2;10;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;4;10;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;1;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;74779CA3-F1E1-41BF-929A-0016CA3A9054
20100718;6;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;2;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;2;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;20;110;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100718;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100718;28;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;1;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;1;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;1;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;18;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;51;110;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;27;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;5;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;8;20;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;22;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;6;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;80;15;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100719;10;60;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;9;40;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;55;30;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;19;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100720;16;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;4;20;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;34;15;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;2;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;29;40;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;1;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;1;45;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;4;10;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100720;8;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;27;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100721;64;110;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;1;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;8;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;12;60;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;38;110;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;41;230;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;1;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;2;10;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;14;40;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;2;10;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;2;0;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;27;50;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;8;20;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100721;19;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;17;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;17;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;15;90;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;1;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;1;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;200;180;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;3;10;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;1;0;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;2;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;44;190;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;17;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;53;215;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;31;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;36;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100722;1;10;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;1;0;20000000-0000-0000-0000-000000000000;23000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;29;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;1;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;22;50;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;1;0;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;14;20;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;2;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;6;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;44;250;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;6;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;43;10;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100723;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100723;17;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;4;20;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;2;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;1;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;10;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;10;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;11;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;1;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;28;15;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;18;10;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100724;2;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100724;6;20;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;5;10;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;1;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;13;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;2;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;3;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;26;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;2;10;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;11;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;5;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;24;55;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;36;0;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;2;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100725;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;7;20;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100725;1;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;74779CA3-F1E1-41BF-929A-0016CA3A9054
20100726;4;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;2;0;00000000-0000-0000-0000-000000000000;05000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;21;150;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;7;10;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;28;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;26;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;3;50;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;63;25;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;1;10;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;31;10;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;10;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;1;0;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;1;10;40000000-0000-0000-0000-000000000000;45000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;21;160;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100726;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;34;60;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;12;30;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;1;0;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;159;10;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;18;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;25;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;2;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100727;19;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;5;10;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;60;100;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;15;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;13;50;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100727;1;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;177C5E97-0942-4FB9-B829-0181094975B3
20100728;28;10;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;30;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;18;100;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;62;0;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;26;50;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;48;280;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;7;20;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;2;10;00000000-0000-0000-0000-000000000000;06000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;13;50;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;49;0;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100728;6;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100728;6;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;3;0;10000000-0000-0000-0000-000000000000;15000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;5;10;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;20;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;20;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;77;10;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;1;0;00000000-0000-0000-0000-000000000000;02000000-0000-0000-0000-000000000000;299ABEBA-4883-4038-9397-EE40C3E8A62D
20100729;10;20;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;10;50;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;20;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;51;10;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;57;20;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100729;20;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;7;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;1;10;40000000-0000-0000-0000-000000000000;42000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;23;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;13;10;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;16;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;4;0;50000000-0000-0000-0000-000000000000;56000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;81;130;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;11;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;53;0;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;24;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;1;0;00000000-0000-0000-0000-000000000000;04000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100730;5;40;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;11;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;18;100;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;1;0;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;22;30;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;1;0;40000000-0000-0000-0000-000000000000;46000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;10;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;1;0;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;177C5E97-0942-4FB9-B829-0181094975B3
20100731;9;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;15;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100731;24;50;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;1;10;40000000-0000-0000-0000-000000000000;41000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;6;0;20000000-0000-0000-0000-000000000000;21000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;24;0;10000000-0000-0000-0000-000000000000;12000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;33;0;10000000-0000-0000-0000-000000000000;16000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;3;0;50000000-0000-0000-0000-000000000000;51000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;57;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;16;0;10000000-0000-0000-0000-000000000000;13000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;20;20;00000000-0000-0000-0000-000000000000;01000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100801;17;0;10000000-0000-0000-0000-000000000000;11000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
20100802;43;0;30000000-0000-0000-0000-000000000000;36000000-0000-0000-0000-000000000000;00000000-0000-0000-0000-000000000000
